equipo,Centro planif.,Ubicac.técnica,Denominación,Denominación.1,Activo fijo,Orden,Perfil catálogo,id_aviso,tipo_mantenimiento,descripcion,Fecha de aviso,Grupo códigos,TextoGrpPartObj,Cód.parte obj.,TextoCódPartObj,Grupo códigos.1,Código averia,TextoCódProblem,Causas avería,Causa,Txt. cód. mot.,causa_falla,fecha_inicio,hora_inicio,fecha_fin,hora_fin,Parada,duracion,Status sistema,Indicador ABC,fecha_inicio_dt,fecha_fin_dt,duracion_horas
20001506,VSA,OC-EST-VSA-PMED-BS37020,BRAZO MEDICIÓN SALIDA BS37020,VALVULA MOV_8X600- SAL 220-BS37020,45004440.0,10041884.0,S_VA,228609,m2,ms-37000 valvula mov-370111,22/02/2021,PO-S-060,Sub. Válvulas,S067,Sellos,SA-S-VA,INP1,Pase interno,C310,1,Operación Fuera de parámetros,desgaste internos,23/02/2021,7:00:00,23/02/2021,7:30:00,X,"0,5",MECE ORAS,1,2021-02-23 07:00:00,2021-02-23 07:30:00,0.5
20001520,VSA,OC-EST-VSA-PMED-BS37030,BRAZO MEDICIÓN SALIDA BS37030,VALVULA MOV_8X600- SAL 220-BS37030,45004447.0,10041885.0,S_VA,228610,m2,ms-37000 valvula mov-370311,22/02/2021,PO-S-060,Sub. Válvulas,S063,Cuerpo de la Válvula,SA-S-VA,INP1,Pase interno,C310,1,Operación Fuera de parámetros,falta de calibración topes,23/02/2021,8:00:00,23/02/2021,9:30:00,X,"1,5",MECE ORAS,1,2021-02-23 08:00:00,2021-02-23 09:30:00,1.5
20001530,VSA,OC-EST-VSA-PMED-BS37040,BRAZO MEDICIÓN SALIDA BS37040,VALVULA MOV_8X600- SAL 220-BS37040,45004452.0,10041886.0,S_VA,228611,m2,ms-37000 valvula mov-370411,22/02/2021,PO-S-060,Sub. Válvulas,S063,Cuerpo de la Válvula,SA-S-VA,INP1,Pase interno,C310,1,Operación Fuera de parámetros,falta de calibración topes,23/02/2021,9:30:00,23/02/2021,11:00:00,X,"1,5",MECE ORAS,1,2021-02-23 09:30:00,2021-02-23 11:00:00,1.5
20002147,EPO,OC-EST-EPO-SALV-TQ301,TANQUE RELEVO ALIVIO TQ301,TANQUE RELEVO TR301,45006301.0,10041875.0,I_TA,228623,m2,"goteo venteo 1/2"" en linea de 6"" tr 301",23/02/2021,PO-I-010,Sub. Estructura e Internos,I019,Tubería / Válvulas,SA-I-TA,STD1,"Daño material, grietas, desgaste, corr.",,0,,nan,23/02/2021,13:00:00,23/02/2021,14:00:00,,0,MECE ORAS,1,2021-02-23 13:00:00,2021-02-23 14:00:00,0.0
20003129,EPO,OC-EST-EPO-PMED-BEMOY,BRAZO MEDICIÓN DE ENTRADA MONTERREY 1,TRANSMISOR FLUJO APIAY BRAZO 1,42002981.0,10041879.0,S_IN,228619,m2,falla temperatura brazo med ti303,23/02/2021,PO-S-010,Sub. Control y monitoreo,S014,Indicador o Sensor,SA-S-IN,ERO3,Señal errática,,0,,nan,23/02/2021,6:13:28,,0:00:00,,0,MECE ORAS,3,2021-02-23 06:13:28,,0.0
20015450,GRA,OC-EST-GRA-AGEN-GE22020,GENERADOR PRINCIPAL 20,TURBINA DE POTENCIA GAS GE20,,10039680.0,R_ST,225914,m2,mtto corr reemplazo pdt138 y pt7,24/09/2019,PO-R-030,Sub. Control y Monitoreo,R033,Sensores,SA-R-ST,PDE1,Parámetro excede lim. superior/inferior,C340,1,Desgaste normal del equipo,mtto corr reemplazo pdt138 y pt7,22/02/2021,8:00:00,22/02/2021,15:00:00,,0,MECE ORAS,3,2021-02-22 08:00:00,2021-02-22 15:00:00,0.0
20016393,CQO,OC-EST-CQO-AGEN-GE22020,GENERADOR PRINCIPAL 20,MOTOR COMB GE-020,42003449.0,10041870.0,R_CE,228614,m2,liqueo perno cilindro a2 motoge-22020,22/02/2021,PO-R-020,Sub. Lubricación,R021,Aceite Lubricante,SA-R-CE,STD1,"Daño material, grietas, desgaste, corr.",C340,1,Desgaste normal del equipo,liqueo perno cilindro a2 motoge-22020,22/02/2021,19:00:00,22/02/2021,23:30:00,X,"4,5",MECE ORAS,3,2021-02-22 19:00:00,2021-02-22 23:30:00,4.5
20005789,CVA,OC-TER-CVA-ALOC-ED,EDIFICACIONES,EDIFICACION OFICINAS OPERADOR,46000675.0,20149318.0,Z_XXXX,228606,m2,mtto aire acondicionado of op campo,22/02/2021,PO-E-110,Sub. Refrigeración,E116,Ventiladores de Refrigeración,SA-U-AI,AIR2,Falsa alarma e indicación,,0,,nan,22/02/2021,0:03:57,,0:00:00,X,0,MECE ORAS,1,2021-02-22 00:03:57,,0.0
20005806,CVA,OC-TER-CVA-ALOC-ED,EDIFICACIONES,EDIFICACION OFICINAS PRINCIPALES,46000604.0,90004632.0,Z_XXXX,228617,m2,cambio de aire acon of a. area,22/02/2021,OCAC,Equipamiento de aire acondicionado,305,Motor electrico,SA-U-AI,FTF1,No resp bajo demanda o señal en emerg.,,0,,nan,22/02/2021,15:39:31,,0:00:00,,0,MECE ORAS,1,2021-02-22 15:39:31,,0.0
20003405,EPO,OC-EST-EPO-ACOM-DI,DIESEL,TANQUE DIESEL TC52050,45002697.0,10041882.0,I_TA,228612,m2,mov 520501 entrada tc- 52050,22/02/2021,PO-I-040,Sub. Control y Monitoreo,I041,Actuador,SA-I-TA,PDE1,Parámetro excede lim. superior/inferior,,0,,nan,22/02/2021,7:49:55,,0:00:00,,0,MECE ORAS,2,2021-02-22 07:49:55,,0.0
20008874,EPO,OC-EST-EPO-PMED-CA38000,MEDICIÓN CALIDAD CA38000,TOMAMUESTRAS CALIDAD 38,,10041883.0,S_IN,228615,m2,falla toma muestaras recibo altos,22/02/2021,PO-S-010,Sub. Control y monitoreo,S016,Software (Operativo o Diagnóstico),SA-S-IN,AIR2,Falsa alarma e indicación,,0,,nan,22/02/2021,10:24:34,,0:00:00,,0,MECE ORAS,1,2021-02-22 10:24:34,,0.0
20007922,VSA,OC-EST-VSA-PMED-BE3620,BRAZO MEDICIÓN DE ENTRADA BE3620,ACTUADOR MOV-3622 DE BRAZO MEDICION 3620,,10041887.0,Z_XXXX,228613,m2,falla actuador mov-3622 brazo med be3620,22/02/2021,ADME,Actuador Mecánico,323,Piñon corona,SA-O-JF,SER1,Piezas Mecánicas Sueltas,C340,1,Desgaste normal del equipo,tornillos y pasador partidos,22/02/2021,13:30:00,22/02/2021,17:30:00,X,4,MECE ORAS,1,2021-02-22 13:30:00,2021-02-22 17:30:00,4.0
20010870,CUS,OC-EST-DES-PREC-BH20060,BAHIA DE RECIBO BH20060,BOMBA CENTRIFUGA BAHIA 60,42005476.0,10041871.0,R_PU,228616,m2,humedecimiento en caja reduct_b#6,22/02/2021,PO-R-010,Sub. Transmisión,R011,Caja de Cambios / Variador Mec.,SA-R-PU,ELP5,Fuga externa Aceite - Fluido Proceso,C340,1,Desgaste normal del equipo,desgaste sello bomba,21/02/2021,9:00:00,21/02/2021,17:00:00,,0,MECE ORAS,3,2021-02-21 09:00:00,2021-02-21 17:00:00,0.0
20005806,CVA,OC-TER-CVA-ALOC-ED,EDIFICACIONES,EDIFICACION OFICINAS PRINCIPALES,46000604.0,10041828.0,Z_XXXX,228545,m2,falla luz de emergencia,6/02/2021,ALED,Alumbrado Edificaciones,268,Luminarias,SA-U-IL,STD1,"Daño material, grietas, desgaste, corr.",C210,1,Falla en la instalación del Equipo,luz de emergencia deteriorada,19/02/2021,8:00:00,19/02/2021,9:00:00,X,1,MECE ORAS,1,2021-02-19 08:00:00,2021-02-19 09:00:00,1.0
20015198,GRA,OC-EST-GRA-AELE-BTBO,SISTEMA ELECT BAJA TENSION BOMBEO,TABLERO ELECT ALUMI EXTERIOR CCM BOMBEO,,10041858.0,E_EP,228591,m2,falla circuito 6 iluminacion,17/02/2021,PO-E-010,Sub. Circuito Alimentación,E010,Accionador / Terminales,SA-E-EP,SER1,Piezas Mecánicas Sueltas,,0,,nan,19/02/2021,8:00:00,23/02/2021,17:00:00,,0,MECE ORAS,2,2021-02-19 08:00:00,2021-02-23 17:00:00,0.0
20016389,EPO,OC-EST-EPO-AGEN-GE22120,GENERADOR PRINCIPAL 20,TURBINA GAS MULTIET. GE20 12.9 MW,42005361.0,10041872.0,R_ST,228599,m2,falla turbina 22120,19/02/2021,PO-R-030,Sub. Control y Monitoreo,R033,Sensores,SA-R-ST,OHE1,Alta temperatura,,0,,nan,19/02/2021,13:00:00,19/02/2021,20:00:00,X,7,MECE ORAS,3,2021-02-19 13:00:00,2021-02-19 20:00:00,7.0
20016389,EPO,OC-EST-EPO-AGEN-GE22120,GENERADOR PRINCIPAL 20,TURBINA GAS MULTIET. GE20 12.9 MW,42005361.0,10041866.0,R_ST,228597,m2,falla quemador #2 gn22120,19/02/2021,PO-R-050,Sub. Combustión,R056,Control de Combustible (Gas / Diesel),SA-R-ST,STD1,"Daño material, grietas, desgaste, corr.",,0,,nan,19/02/2021,15:27:23,,0:00:00,X,0,MECE ORAS,3,2021-02-19 15:27:23,,0.0
20003149,EPO,OC-EST-EPO-PMED-BESAN2,BRAZO MEDICIÓN DE ENTRADA SANTIAGO 2,VALVULA MOV_8x150- MED 920-SANTIAGO 2,45006030.0,10041881.0,S_VA,228601,m2,psv390 presenta goteo recibo santiago,20/02/2021,PO-S-060,Sub. Válvulas,S062,Bridas,SA-S-VA,ELP3,Fuga ext. Combustible - Fluido Proceso,,0,,nan,19/02/2021,20:00:37,,0:00:00,,0,MECE ORAS,2,2021-02-19 20:00:37,,0.0
20016389,EPO,OC-EST-EPO-AGEN-GE22120,GENERADOR PRINCIPAL 20,TURBINA GAS MULTIET. GE20 12.9 MW,42005361.0,10041863.0,R_ST,228594,m2,alarma f&g  gn22120,18/02/2021,PO-R-030,Sub. Control y Monitoreo,R033,Sensores,SA-R-ST,OHE1,Alta temperatura,,0,,nan,18/02/2021,19:43:46,,0:00:00,,0,MECE ORAS,3,2021-02-18 19:43:46,,0.0
20022574,CUS,OC-EST-DES-PREC-CPRE,CONEXIÓN DE RECIBO,TUBERIA DESC BAHIA 20,42004054.0,10040377.0,I_PI,224989,m2,templetes de soporte tuberia fracturados,25/04/2019,PO-I-010,Sub. Estructura e Internos,I015,Pedestal / Soporte,SA-I-PI,SER1,Piezas Mecánicas Sueltas,,0,,nan,17/02/2021,7:00:00,23/12/2021,13:00:00,,0,MECE ORAS,1,2021-02-17 07:00:00,2021-12-23 13:00:00,0.0
20001318,VSA,OC-EST-VSA-SCIN-AU,AGUA CONTRAINCENDIOS,VALVULA BOLA TQ-55000,,10039487.0,S_VM,225731,m2,atascamiento de valvula,19/08/2019,PO-S-060,Sub. Válvulas,S063,Cuerpo de la Válvula,SA-S-VM,PLU7,Atascamiento,C310,1,Operación Fuera de parámetros,valvula no permite cierre,17/02/2021,8:00:00,17/02/2021,9:00:00,,0,MECE ORAS,3,2021-02-17 08:00:00,2021-02-17 09:00:00,0.0
20001319,VSA,OC-EST-VSA-SCIN-AU,AGUA CONTRAINCENDIOS,VALVULA BOLA TQ-55000,,10039488.0,S_VM,225732,m2,valvula despinada,19/08/2019,PO-S-060,Sub. Válvulas,S065,Elemento de cierre,SA-S-VM,SER1,Piezas Mecánicas Sueltas,,0,,nan,17/02/2021,8:00:00,17/02/2021,9:00:00,,0,MECE ORAS,3,2021-02-17 08:00:00,2021-02-17 09:00:00,0.0
20018131,VSA,OC-EST-VSA-SALV-PR,ALIVIO PRESIÓN,VALVULA SEG 420109B DESCARGA BPC42010,,10039609.0,S_VS,225847,m2,liberac crudo orificio val psv-b bpc-10,14/09/2019,PO-S-060,Sub. Válvulas,S063,Cuerpo de la Válvula,SA-S-VS,ELP5,Fuga externa Aceite - Fluido Proceso,C320,1,Error de Operación,fuga orificio balance psv-b desc bpc-10,17/02/2021,10:00:00,17/02/2021,11:00:00,,0,MECE ORAS,,2021-02-17 10:00:00,2021-02-17 11:00:00,0.0
20000556,CUS,OC-EST-CUS-PALM-BT5131A,BOMBA TRASIEGO ALMACENAM. BT5131A,BOMBA CENTRIFUGA TRANSFERENCIA P5131A,42005558.0,10041599.0,R_PU,228191,m2,gote sello bomba 5131a,23/11/2020,PO-R-040,Sub. Bombeo - Mezcla Fluidos,R047,Sellos,SA-R-PU,ELP6,Fuga Sistema Sellos Mecánicos,,0,,nan,17/02/2021,10:30:00,1/03/2021,17:30:00,X,295,MECE ORAS,2,2021-02-17 10:30:00,2021-03-01 17:30:00,
20010870,CUS,OC-EST-DES-PREC-BH20060,BAHIA DE RECIBO BH20060,BOMBA CENTRIFUGA BAHIA 60,42005476.0,10041850.0,R_PU,228577,m2,cambio sello mecanico bahia bt-20060,16/02/2021,PO-R-040,Sub. Bombeo - Mezcla Fluidos,R047,Sellos,SA-R-PU,STD1,"Daño material, grietas, desgaste, corr.",C340,1,Desgaste normal del equipo,daño material sello,16/02/2021,8:00:00,16/02/2021,15:00:00,,0,MECE ORAS,3,2021-02-16 08:00:00,2021-02-16 15:00:00,0.0
20022521,CUS,OC-EST-CUS-PMED-BE5107B,BRAZO MEDICIÓN DE ENTRADA CUSIANA 2,TRANSMISOR TEMP BRAZO2,,10041855.0,S_IN,228585,m2,falla ti brazo medicion #2 cus.,16/02/2021,PO-R-030,Sub. Control y Monitoreo,R033,Sensores,SA-S-CL,ERO3,Señal errática,C340,1,Desgaste normal del equipo,desviación en salida de corriente,16/02/2021,15:30:00,16/02/2021,17:30:00,,0,MECE ORAS,2,2021-02-16 15:30:00,2021-02-16 17:30:00,0.0
20010646,CVA,OC-TER-CVA-PMED-PR38000,PROBADOR DE MEDICIÓN PR38000,PROBADOR FQM38000,42005128.0,10041856.0,S_IN,228586,m2,falla en pr 38000,16/02/2021,PO-R-110,Sub. Motor Eléctrico,R114,Rotor,SA-S-AM,ERO3,Señal errática,,0,,nan,16/02/2021,15:30:00,18/02/2021,17:30:00,X,50,MECE ORAS,2,2021-02-16 15:30:00,2021-02-18 17:30:00,
20002112,EPO,OC-EST-EPO-PALM-TP303,TANQUE DE ALMACENAMIENTO TP303,TANQUE ALMAC CRUDO TP303,45005856.0,70012156.0,I_TA,228580,m2,alarma psl-303033b tp303,16/02/2021,PO-I-040,Sub. Control y Monitoreo,I043,Monitoreo (PLC - Tarjetas - sensores),SA-I-TA,AIR1,"Falsa alarma, indic. defectuosa de inst.",,0,,nan,16/02/2021,9:05:19,,0:00:00,X,0,MECE ORAS,3,2021-02-16 09:05:19,,0.0
20002128,EPO,OC-EST-EPO-PALM-TP304,TANQUE DE ALMACENAMIENTO TP304,TANQUE ALMAC CRUDO TP304,45005867.0,70012155.0,I_TA,228579,m2,activado detector term psl303033b tp304,16/02/2021,PO-I-040,Sub. Control y Monitoreo,I043,Monitoreo (PLC - Tarjetas - sensores),SA-I-TA,AIR1,"Falsa alarma, indic. defectuosa de inst.",,0,,nan,16/02/2021,8:35:56,,0:00:00,X,0,MECE ORAS,3,2021-02-16 08:35:56,,0.0
20003112,EPO,OC-EST-EPO-ALOC-IZ,IZAJE,PUENTE GRUA BOMB FASE II,42002295.0,70012154.0,I_CR,228574,m2,humedecimiento aceite lub p/grua fase 2,16/02/2021,PO-I-010,Sub. Estructura e Internos,I017,Sellos / Juntas,SA-I-CR,ELU1,Fuga ext. acei. hidráulico - Fl. Utilit.,,0,,nan,16/02/2021,5:42:48,,0:00:00,X,0,MECE ORAS,3,2021-02-16 05:42:48,,0.0
20023618,EPO,OC-EST-EPO-PALM-TP303,TANQUE DE ALMACENAMIENTO TP303,SWITCH NIVEL ALTO TP303,,70012152.0,S_IN,228576,m2,alarma alto nivel en 28000 bl tp -303,16/02/2021,PO-S-010,Sub. Control y monitoreo,S014,Indicador o Sensor,SA-S-IN,AIR2,Falsa alarma e indicación,,0,,nan,16/02/2021,7:03:03,,0:00:00,X,0,MECE ORAS,3,2021-02-16 07:03:03,,0.0
20009899,CCA,OC-EST-CCA-PREC-FL22030,BRAZO PREFILTRACION TFL-22030,VALVULA MOV_24x600-SAL 720-FL22030,45004904.0,10040910.0,S_VA,227183,m2,falla contactor actuador_mk2,15/05/2020,PO-R-030,Sub. Control y Monitoreo,R031,Actuador,SA-S-VA,AIR2,Falsa alarma e indicación,C340,1,Desgaste normal del equipo,fatiga en los puntos de conexionado,15/02/2021,7:30:00,15/02/2021,12:00:00,X,"4,5",MECE ORAS,2,2021-02-15 07:30:00,2021-02-15 12:00:00,4.5
20000157,CUS,OC-EST-CUS-PALM-TK12020,TANQUE DE ALMACENAMIENTO TK12020,AGITADOR MECANICO AGITADOR A TK12020,42005524.0,10041809.0,I_MI,228514,m2,falla aislamiento motor agt. a tk-12020,29/01/2021,PO-I-070,Sub. Misceláneos,I070,Cableado y Caja de Conexiones,SA-I-MI,VIB1,Vibración anormal,,0,,nan,15/02/2021,8:00:00,15/02/2021,10:00:00,X,2,MECE ORAS,2,2021-02-15 08:00:00,2021-02-15 10:00:00,2.0
20024003,CVA,OC-TER-CVA-SCIN-AU,AGUA CONTRAINCENDIOS,TUBERIA ENTRADA AGUA IND ODC-OCENSA,,10041854.0,S_FE,228584,m2,fuga de agua-contraincendios vc 14,15/02/2021,PO-S-110,Sub. Tuberías y Mangueras SCI,S114,Tubería / Válvulas,SA-S-FE,FTF1,Equipos FireNo resp bajo demanda o señal en emerg. Gas- Extinción,,0,,nan,15/02/2021,1:23:49,17/02/2021,17:30:00,X,"64,1",MECE ORAS,4,2021-02-15 01:23:49,2021-02-17 17:30:00,
20010704,EPO,OC-EST-EPO-PMED-BE38050,BRAZO MEDICIÓN DE ENTRADA ALEPO 50,MEDIDOR FLUJO DESPLA POS 38050,42002976.0,70012158.0,S_IN,228570,m2,falla indicador presión medido 380501,15/02/2021,PO-S-010,Sub. Control y monitoreo,S014,Indicador o Sensor,SA-S-IN,ERO3,Señal errática,,0,,nan,15/02/2021,9:16:42,,0:00:00,,0,MECE ORAS,2,2021-02-15 09:16:42,,0.0
20010704,EPO,OC-EST-EPO-PMED-BE38050,BRAZO MEDICIÓN DE ENTRADA ALEPO 50,MEDIDOR FLUJO DESPLA POS 38050,42002976.0,70012159.0,S_IN,228571,m2,falla indicador tempera medidor 380501,15/02/2021,PO-S-010,Sub. Control y monitoreo,S014,Indicador o Sensor,SA-S-IN,ERO3,Señal errática,,0,,nan,15/02/2021,9:43:16,,0:00:00,,0,MECE ORAS,2,2021-02-15 09:43:16,,0.0
20004439,MRF,OC-EST-MRF-ACOM-CRUDO,COMBUSTIBLE CRUDO,TANQUE LODOS ALFA LAVAL 5210,45002594.0,10041862.0,I_TA,228572,m2,centrifuga a en falla,15/02/2021,PO-I-040,Sub. Control y Monitoreo,I040,Cableado y Caja de Conexiones,SA-I-TA,DEP4,Alto Nivel,,0,,nan,15/02/2021,17:37:57,22/02/2021,8:00:00,X,"158,37",MECE ORAS,1,2021-02-15 17:37:57,2021-02-22 08:00:00,
20004217,MRF,OC-EST-MRF-AGEN-GE522010,GENERADOR AUXILIAR 10 FII,MOTOR DIESEL GE522010 FASE II,45004850.0,10041524.0,R_CE,228072,m2,ge-22010 falla correas ventilador,30/10/2020,PO-U-010,Sub. Aire Acondicionado,U012,Ventilador,SA-R-EG,STD1,"Daño material, grietas, desgaste, corr.",,0,,nan,12/02/2021,7:04:39,12/02/2021,17:00:00,X,"9,92",MECE ORAS,2,2021-02-12 07:04:39,2021-02-12 17:00:00,9.92
20010853,CUS,OC-EST-DES-PREC-BH20050,BAHIA DE RECIBO BH20050,VALVULA DE BLOQUEO DE BOLA ENTRADA BOMBA,,10041827.0,S_VA,228543,m2,humedeci. válvula 1/2 desairador bt-50,5/02/2021,PO-S-060,Sub. Válvulas,S063,Cuerpo de la Válvula,SA-S-VA,ELP2,Fuga externa crudo - Fluido Proceso,,0,,nan,12/02/2021,8:00:00,12/02/2021,9:00:00,X,1,MECE ORAS,1,2021-02-12 08:00:00,2021-02-12 09:00:00,1.0
20004591,MRF,OC-EST-MRF-ACOM-CRUDO,COMBUSTIBLE CRUDO,MOTOR AGITADOR AR-402 DE TANQUE TCC-402,,10041729.0,R_EM,228397,m2,tcc-402 agitador no enciende,10/01/2021,PO-R-110,Sub. Motor Eléctrico,R110,Estator,SA-R-EM,LOO3,Salida por Baja Potencia,C340,1,Desgaste normal del equipo,tcc-402 agitador no enciende,11/02/2021,7:00:32,11/02/2021,17:00:00,X,"9,99",MECE ORAS,1,2021-02-11 07:00:32,2021-02-11 17:00:00,9.99
20007501,CVA,OC-TER-CVA-PALM-MU120,MÚLTIPLE DE ALMACENAMIENTO MU120,ACTUADOR MOV-120307 24-PRO-C-BA21-255,,10041843.0,Z_XXXX,228565,m2,falla valvula al cerrar 120307,11/02/2021,ADME,Actuador Mecánico,463,Tornillo,SA-S-VA,FTC1,No cierra cuando se da la orden,,0,,nan,11/02/2021,9:16:17,11/02/2021,9:17:00,,0,METR ORAS,2,2021-02-11 09:16:17,2021-02-11 09:17:00,0.0
20002749,EPO,OC-EST-EPO-SCIN-AU,AGUA CONTRAINCENDIOS,HIDRANTE HMA-34 DE CONTRA INCENDIO AGUA,,70012160.0,S_FE,228563,m2,fuga agua hma-34,11/02/2021,PO-S-060,Sub. Válvulas,S067,Sellos,SA-S-FE,FTF1,Equipos FireNo resp bajo demanda o señal en emerg. Gas- Extinción,,0,,nan,11/02/2021,21:19:04,,0:00:00,,0,MECE ORAS,3,2021-02-11 21:19:04,,0.0
20000695,CUS,OC-EST-CUS-SCIN-ES,ESPUMA CONTRAINCENDIOS,BOMBA ELECTICA 10 ESPUMA,42005427.0,10041825.0,S_FE,228541,m2,humedecimiento hv descarga sic cus,5/02/2021,PO-S-060,Sub. Válvulas,S063,Cuerpo de la Válvula,SA-S-FE,AIR2,Equipos FireFalsa alarma e indicación Gas- Extinción,,0,,nan,10/02/2021,13:30:00,10/02/2021,17:30:00,X,4,MECE ORAS,3,2021-02-10 13:30:00,2021-02-10 17:30:00,4.0
20016390,EPO,OC-EST-EPO-AGEN-GE22120,GENERADOR PRINCIPAL 20,GENERADOR ELECT 20 de 13.8kV,42003490.0,10041836.0,R_EG,228561,m2,turbina 22120 falla valvula bov,11/02/2021,PO-R-090,Sub. Refrigeración,R095,Tubería / Válvulas,SA-R-EG,PLU1,"Obstrucción lubric., refrig, aire o comb",,0,,nan,10/02/2021,19:10:00,,0:00:00,,0,MECE ORAS,3,2021-02-10 19:10:00,,0.0
20003429,EPO,OC-EST-EPO-ALOC-ED,EDIFICACIONES,LOCACION CASETA GENERADORES,46000800.0,10039513.0,Z_XXXX,225713,m2,falla sistema fire & gas generadores,14/08/2019,PO-S-010,Sub. Control y monitoreo,S013,Circuitos o Componentes electrónicos,SA-S-IN,AIR2,Falsa alarma e indicación,C340,1,Desgaste normal del equipo,nan,9/02/2021,7:00:00,9/02/2021,12:00:00,X,5,MECE ORAS,1,2021-02-09 07:00:00,2021-02-09 12:00:00,5.0
20010823,CUS,OC-EST-DES-PREC-BH20030,BAHIA DE RECIBO BH20030,VALVULA DE BLOQUEO DE BOLA ENTRADA BOMBA,,10041826.0,S_VA,228544,m2,humedeci. válvula 1/2 desairador bt-30,5/02/2021,PO-S-060,Sub. Válvulas,S063,Cuerpo de la Válvula,SA-S-VA,SER1,Piezas Mecánicas Sueltas,C340,1,Desgaste normal del equipo,daño valvula,9/02/2021,9:00:00,9/02/2021,12:00:00,,0,MECE ORAS,1,2021-02-09 09:00:00,2021-02-09 12:00:00,0.0
20001154,CUS,OC-EST-CUS-ALOC-ED,EDIFICACIONES,EDIFICACION OFICINAS PPAL CONTAINER,,10041889.0,Z_XXXX,228552,m2,iluminación contenedores operaciones,8/02/2021,PO-U-050,Sub. Lamparas,U051,Tubo / Bombillo /Reflector,SA-U-IL,FTF1,No resp bajo demanda o señal en emerg.,,0,,nan,8/02/2021,22:10:04,,0:00:00,X,0,MECE ORAS,1,2021-02-08 22:10:04,,0.0
20011492,CUS,OC-EST-DES-PMED-BE20100,MEDICIÓN CRUDO ENTRADA BE20100,MEDIDOR FLUJO BRAZO 100,42005607.0,10041832.0,S_IN,228550,m2,humedecimiento packing gland brazo #10,8/02/2021,PO-S-010,Sub. Control y monitoreo,S014,Indicador o Sensor,SA-S-IN,ELP2,Fuga externa crudo - Fluido Proceso,C340,1,Desgaste normal del equipo,daño medidor packing gand,8/02/2021,9:00:00,8/02/2021,12:00:00,,0,MECE ORAS,3,2021-02-08 09:00:00,2021-02-08 12:00:00,0.0
20013237,CUS,OC-EST-CUS-AELE-MT,MEDIA TENSIÓN,"SWITCHGEAR MT 13,8kV 20300",45006700.0,10041831.0,E_SG,228549,m2,falla en reles de media tension ccm cus,8/02/2021,PO-E-020,Sub. Control y monitoreo / Protección,E027,Sistema de Control DC,SA-E-EP,AIR1,"Falsa alarma, indic. defectuosa de inst.",,0,,nan,8/02/2021,14:16:39,,0:00:00,,0,MECE ORAS,3,2021-02-08 14:16:39,,0.0
20005330,CVA,OC-TER-CVA-ADRE-DA,DRENAJE ABIERTO,SEPARADOR API,45002881.0,,I_VE,228547,m2,cierre condición trazas crudo sep. api,8/02/2021,PO-I-020,Sub. Externo,I023,Drenaje,SA-I-VE,DEP4,Alto Nivel,,0,,nan,8/02/2021,10:56:50,,0:00:00,,0,MECE,2,2021-02-08 10:56:50,,0.0
20023726,EPO,OC-EST-EPO-AELE-BTALM,BAJA TENSIÓN ALMACENAMIENTO,CENTRO CONTROL MOTORES 20400,42005348.0,70012078.0,E_MC,228551,m2,falla interructor mcc 20400,8/02/2021,PO-E-010,Sub. Circuito Alimentación,E012,Barraje,SA-E-MC,DEP6,Alto voltaje de Entrada,,0,,nan,8/02/2021,19:14:47,,0:00:00,X,0,METR ORAS,,2021-02-08 19:14:47,,0.0
20015009,GRA,OC-EST-GRA-AELE-MTGE,SISTEMA MEDIA TENSIÓN GENERACION,CELDA +L03 SALIDA 1,,10041835.0,E_SG,228556,m2,interruptor l03 no recibe comando remoto,10/02/2021,PO-E-010,Sub. Circuito Alimentación,E014,Interruptor,SA-E-SG,AIR1,"Falsa alarma, indic. defectuosa de inst.",,0,,nan,8/02/2021,22:30:00,9/02/2021,4:00:00,X,"5,5",MECE ORAS,3,2021-02-08 22:30:00,2021-02-09 04:00:00,5.5
20005806,CVA,OC-TER-CVA-ALOC-ED,EDIFICACIONES,EDIFICACION OFICINAS PRINCIPALES,46000604.0,10041806.0,Z_XXXX,228504,m2,mtto correctivo aire contened operaci,26/01/2021,PO-E-110,Sub. Refrigeración,E116,Ventiladores de Refrigeración,SA-U-AI,FTF1,No resp bajo demanda o señal en emerg.,,0,,nan,5/02/2021,7:00:00,5/02/2021,17:30:00,,0,MECE ORAS,1,2021-02-05 07:00:00,2021-02-05 17:30:00,0.0
20015837,PAE,OC-EST-PAE-UAIR-SE54030,SECADOR DE AIRE COMPRIMIDO SCD-54030,SECADOR AIRE SCD-30,42004604.0,10041833.0,I_VE,228542,m2,reparar falla solenoide torres de secado,5/02/2021,PO-I-040,Sub. Control y Monitoreo,I041,Actuador,SA-I-VE,ELP1,Fuga externa de aire - Fluido de Proceso,,1,,fuga aire por falla accionamiento,5/02/2021,13:30:00,5/02/2021,17:30:00,,0,MECE ORAS,2,2021-02-05 13:30:00,2021-02-05 17:30:00,0.0
20000804,CUS,OC-EST-CUS-SCTR-PLC,PLC  CONTROL,PANEL CONCENTRADOR SEÑALES CONTRAINCEN,45006666.0,10041812.0,S_CM,228447,m2,falla panel de aspiracion vlf-05,17/01/2021,PO-S-010,Sub. Control y monitoreo,S014,Indicador o Sensor,SA-S-IN,PLU6,Obstrucción de Sensor,C340,1,Desgaste normal del equipo,impuresas minimas,4/02/2021,7:00:00,4/02/2021,12:00:00,,0,MECE ORAS,3,2021-02-04 07:00:00,2021-02-04 12:00:00,0.0
